,¿ù,ÀÏ,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,sum,year
473,4,19,0,0,0,0,0,0.0,21.24,129.36,214.92,210.36,226.8,324.24,300.48,803.88,762.36,316.92,396.6,170.52,31.2,0.0,0.0,0.0,0.0,0.0,3931.88,2014
474,4,20,0,0,0,0,0,0.0,2.4,240.24,469.92,855.48,1053.24,1187.16,1213.44,1131.84,1004.88,901.08,542.64,239.88,46.92,0.0,0.0,0.0,0.0,0.0,8913.12,2014
475,4,21,0,0,0,0,0,0.0,38.64,230.04,564.12,856.92,1033.44,1150.8,1234.68,1168.2,926.16,735.36,404.28,213.24,69.0,0.0,0.0,0.0,0.0,0.0,8649.88,2014
476,4,22,0,0,0,0,0,0.0,24.6,218.64,341.16,476.88,654.24,863.04,947.52,1107.36,1145.52,930.72,647.28,299.52,59.88,0.0,0.0,0.0,0.0,0.0,7742.36,2014
477,4,23,0,0,0,0,0,0.0,41.4,250.2,565.68,856.8,1046.28,1177.08,1211.64,1220.88,1094.52,896.04,605.28,275.88,60.24,0.72,0.0,0.0,0.0,0.0,9329.64,2014
478,4,24,0,0,0,0,0,0.0,32.88,191.76,519.24,815.52,1000.68,1109.4,1191.48,1162.8,1061.76,883.44,617.28,294.36,60.6,0.0,0.0,0.0,0.0,0.0,8969.2,2014
479,4,25,0,0,0,0,0,0.0,52.2,253.8,557.4,837.12,1023.84,1135.2,1179.48,1140.48,1044.84,853.8,570.72,255.24,61.2,0.0,0.0,0.0,0.0,0.0,8994.32,2014
480,4,26,0,0,0,0,0,0.0,46.56,192.0,300.84,373.32,430.56,504.48,660.96,553.56,471.24,339.36,235.32,151.08,26.64,0.0,0.0,0.0,0.0,0.0,4315.92,2014
481,4,27,0,0,0,0,0,0.0,1.08,55.44,97.8,139.44,176.64,166.92,167.76,182.16,129.6,93.6,28.56,7.08,0.0,0.0,0.0,0.0,0.0,0.0,1277.08,2014
482,4,28,0,0,0,0,0,0.0,3.24,33.24,104.76,194.04,185.76,296.88,362.4,373.8,61.2,154.68,39.96,0.72,0.0,0.0,0.0,0.0,0.0,0.0,1842.6800000000003,2014
483,4,29,0,0,0,0,0,0.0,17.76,91.92,105.6,137.76,266.88,285.72,285.12,447.12,212.16,217.56,217.68,108.84,19.32,0.0,0.0,0.0,0.0,0.0,2446.44,2014
484,4,30,0,0,0,0,0,0.0,27.6,155.52,358.68,645.0,873.96,825.6,738.24,1095.24,1166.52,978.72,700.8,358.68,78.36,1.08,0.0,0.0,0.0,0.0,8038.0,2014
485,5,1,0,0,0,0,0,0.0,63.96,308.16,629.76,890.28,1076.4,1206.72,1214.52,1213.32,1107.48,928.44,657.96,339.96,83.88,1.2,0.0,0.0,0.0,0.0,9728.04,2014
486,5,2,0,0,0,0,0,0.0,34.92,254.04,321.24,487.92,892.8,1048.08,1068.24,1085.52,943.68,759.84,534.0,224.64,29.04,0.0,0.0,0.0,0.0,0.0,7690.96,2014
487,5,3,0,0,0,0,0,0.0,61.8,328.32,660.96,942.24,1164.24,1272.96,1310.52,1289.16,1183.68,993.12,707.88,365.4,90.36,1.44,0.0,0.0,0.0,0.0,10380.08,2014
488,5,4,0,0,0,0,0,0.0,46.44,154.08,403.08,742.32,757.44,678.72,678.6,853.92,678.36,364.8,196.44,96.6,12.24,0.0,0.0,0.0,0.0,0.0,5672.04,2014
489,5,5,0,0,0,0,0,0.0,71.4,302.52,576.12,911.64,1175.16,1306.44,1338.24,1271.04,1188.72,996.48,717.12,360.36,98.16,1.92,0.0,0.0,0.0,0.0,10325.32,2014
490,5,6,0,0,0,0,0,0.96,75.96,353.76,694.32,969.96,1161.36,1261.2,1253.16,1254.12,1147.8,948.12,680.16,343.8,90.12,2.64,0.0,0.0,0.0,0.0,10248.439999999999,2014
491,5,7,0,0,0,0,0,1.8,77.28,335.04,663.6,941.16,1146.48,1268.4,1299.96,1265.76,1146.24,956.4,686.64,353.28,87.48,3.12,0.0,0.0,0.0,0.0,10244.64,2014
492,5,8,0,0,0,0,0,0.0,0.0,48.72,363.96,645.96,702.6,1075.68,1247.04,1297.44,1155.36,976.56,695.04,348.6,73.92,1.08,0.0,0.0,0.0,0.0,8644.96,2014
493,5,9,0,0,0,0,0,0.84,86.64,306.84,621.72,884.52,1043.28,1122.24,1176.12,1137.24,1029.6,866.52,590.88,327.0,111.0,5.16,0.0,0.0,0.0,0.0,9323.599999999999,2014
494,5,10,0,0,0,0,0,2.52,88.92,307.2,605.52,817.56,989.4,1093.56,1125.84,1117.44,982.08,773.76,463.32,324.96,67.92,3.6,0.0,0.0,0.0,0.0,8778.599999999999,2014
495,5,11,0,0,0,0,0,0.0,54.48,218.04,422.4,595.44,967.08,951.36,588.12,214.08,84.72,119.88,68.64,19.8,0.0,0.0,0.0,0.0,0.0,0.0,4320.04,2014
496,5,12,0,0,0,0,0,0.0,32.52,163.8,431.64,761.16,1068.36,1164.48,1166.16,1188.12,973.92,758.4,548.16,374.76,93.24,6.24,0.0,0.0,0.0,0.0,8747.96,2014
497,5,13,0,0,0,0,0,1.44,79.2,302.64,604.2,861.12,1050.72,1146.36,1161.84,1147.08,1047.84,871.8,626.16,334.44,89.16,4.44,0.0,0.0,0.0,0.0,9346.439999999999,2014
498,5,14,0,0,0,0,0,0.0,0.6,33.48,84.48,142.08,230.4,368.76,288.72,422.88,479.76,415.2,218.16,148.92,19.2,0.0,0.0,0.0,0.0,0.0,2871.64,2014
499,5,15,0,0,0,0,0,0.0,9.36,146.4,478.56,784.32,1070.28,1253.52,1308.6,1259.4,1139.76,971.16,697.44,372.48,105.12,3.12,0.0,0.0,0.0,0.0,9619.52,2014
500,5,16,0,0,0,0,0,1.92,85.68,315.6,616.32,859.92,1031.52,1137.24,1189.08,1116.84,961.68,878.88,443.28,257.04,92.16,5.16,0.0,0.0,0.0,0.0,9013.32,2014
501,5,17,0,0,0,0,0,3.0,95.52,339.12,648.0,895.68,1071.12,1171.56,1196.16,1155.48,1066.08,920.04,659.16,330.84,103.08,7.2,0.0,0.0,0.0,0.0,9684.04,2014
502,5,18,0,0,0,0,0,2.4,104.64,314.64,638.88,883.8,1049.28,1147.92,1177.68,1136.76,971.04,766.56,460.8,287.64,105.36,5.04,0.0,0.0,0.0,0.0,9075.44,2014
503,5,19,0,0,0,0,0,2.4,94.44,330.0,628.08,873.24,1031.4,1061.16,1141.2,1096.56,1022.4,755.04,548.52,327.0,108.84,6.48,0.0,0.0,0.0,0.0,9050.76,2014
504,5,20,0,0,0,0,0,0.0,0.0,12.48,22.08,46.08,68.16,73.2,101.76,108.48,110.04,210.96,307.2,356.28,118.32,7.56,0.0,0.0,0.0,0.0,1567.6,2014
505,5,21,0,0,0,0,0,2.16,53.88,191.52,383.4,581.04,845.16,660.48,688.8,810.12,1006.2,954.0,683.4,367.92,114.36,9.48,0.0,0.0,0.0,0.0,7377.92,2014
506,5,22,0,0,0,0,0,7.68,111.12,318.0,568.2,808.2,965.16,1062.96,1090.8,1047.24,940.08,759.36,515.52,272.52,87.96,5.28,0.0,0.0,0.0,0.0,8587.08,2014
507,5,23,0,0,0,0,0,1.44,81.6,264.36,515.16,762.0,947.16,1056.6,1088.04,1043.64,942.48,767.4,543.36,295.2,101.64,7.32,0.0,0.0,0.0,0.0,8445.400000000001,2014
508,5,24,0,0,0,0,0,1.44,90.0,286.44,521.76,641.64,725.52,923.64,1083.0,1000.2,789.24,503.76,279.0,209.88,68.28,3.0,0.0,0.0,0.0,0.0,7155.800000000001,2014
509,5,25,0,0,0,0,0,1.44,95.76,267.72,223.44,228.24,392.16,671.88,355.44,377.88,249.48,250.44,231.24,58.2,13.92,0.0,0.0,0.0,0.0,0.0,3447.24,2014
510,5,26,0,0,0,0,0,0.0,11.16,75.0,288.84,852.48,1090.08,1233.72,1222.44,1262.64,1157.16,977.4,716.16,398.4,113.64,9.0,0.0,0.0,0.0,0.0,9439.12,2014
511,5,27,0,0,0,0,0,0.0,53.52,205.68,538.44,842.76,999.12,1089.24,1108.56,1050.72,935.52,781.8,583.92,323.52,114.72,9.96,0.0,0.0,0.0,0.0,8669.48,2014
512,5,28,0,0,0,0,0,0.36,64.44,188.52,494.4,813.96,1013.16,1117.32,1146.24,1125.84,1043.52,886.68,630.24,341.64,112.44,10.2,0.0,0.0,0.0,0.0,9021.96,2014
513,5,29,0,0,0,0,0,0.0,38.88,140.64,363.48,879.24,952.08,1026.48,985.2,1124.16,1009.08,829.68,594.72,396.96,114.48,15.12,0.0,0.0,0.0,0.0,8504.2,2014
514,5,30,0,0,0,0,0,5.4,98.64,340.32,632.88,863.64,1033.32,1130.76,1162.8,1135.2,1035.6,867.0,636.84,350.28,110.76,10.2,0.0,0.0,0.0,0.0,9448.640000000001,2014
515,5,31,0,0,0,0,0,5.16,93.6,309.12,574.32,807.48,987.96,1093.44,1129.92,1096.44,1001.16,849.12,625.32,347.28,115.68,7.68,0.0,0.0,0.0,0.0,9079.68,2014
516,6,1,0,0,0,0,0,0.24,59.76,109.56,193.68,256.08,333.96,621.48,571.2,496.68,352.2,340.08,145.2,78.84,24.36,0.0,0.0,0.0,0.0,0.0,3590.3199999999997,2014
517,6,2,0,0,0,0,0,0.0,0.0,27.24,76.68,63.96,168.96,615.0,520.44,413.16,195.12,173.16,135.12,77.88,18.12,0.0,0.0,0.0,0.0,0.0,2492.84,2014
518,6,3,0,0,0,0,0,0.0,0.0,6.96,38.28,79.2,96.96,93.0,149.88,133.8,61.44,49.56,40.2,17.4,2.52,0.84,0.0,0.0,0.0,0.0,779.04,2014
519,6,4,0,0,0,0,0,0.0,6.24,80.4,150.96,442.56,374.16,615.12,914.76,840.84,437.4,796.92,472.8,80.88,21.48,0.0,0.0,0.0,0.0,0.0,5244.5199999999995,2014
520,6,5,0,0,0,0,0,3.48,82.32,149.64,354.12,572.4,636.96,755.88,742.56,724.68,715.44,907.32,652.08,393.24,127.92,10.32,0.0,0.0,0.0,0.0,6839.360000000001,2014
521,6,6,0,0,0,0,0,0.0,76.32,316.56,621.96,790.32,678.0,720.96,632.04,503.16,223.2,36.24,23.64,16.68,47.64,9.84,0.0,0.0,0.0,0.0,4708.56,2014
522,6,7,0,0,0,0,0,8.28,102.12,228.0,426.0,842.76,805.08,711.6,691.92,678.24,387.96,272.76,309.84,216.36,46.2,11.04,0.0,0.0,0.0,0.0,5751.16,2014
523,6,8,0,0,0,0,0,0.0,15.72,97.44,117.12,417.36,462.36,361.32,651.48,693.6,611.4,566.88,342.84,264.24,136.32,4.2,0.0,0.0,0.0,0.0,4756.28,2014
524,6,9,0,0,0,0,0,0.12,99.24,266.64,125.16,164.52,478.44,723.48,475.68,587.64,504.36,671.16,586.44,230.28,21.6,0.0,0.0,0.0,0.0,0.0,4949.76,2014
525,6,10,0,0,0,0,0,0.0,44.88,170.64,202.92,355.8,492.12,643.2,885.48,903.12,971.04,837.6,523.8,201.36,81.0,4.2,0.0,0.0,0.0,0.0,6333.16,2014
526,6,11,0,0,0,0,0,5.52,106.44,245.4,504.24,780.48,950.76,1013.04,1123.92,1122.0,1026.0,841.2,635.4,358.8,137.4,16.92,0.0,0.0,0.0,0.0,8884.52,2014
527,6,12,0,0,0,0,0,0.0,0.0,156.0,491.64,595.68,649.2,676.2,1068.48,1069.32,949.2,881.04,636.84,366.72,106.32,20.16,0.0,0.0,0.0,0.0,7684.8,2014
528,6,13,0,0,0,0,0,0.0,58.32,190.68,530.64,778.32,957.6,925.68,1080.84,1024.2,807.72,830.16,508.56,252.12,115.68,13.08,0.0,0.0,0.0,0.0,8092.6,2014
529,6,14,0,0,0,0,0,2.16,52.8,216.0,583.2,735.0,998.28,1036.92,1140.48,1069.2,841.2,741.24,368.16,291.96,163.08,14.64,0.0,0.0,0.0,0.0,8274.32,2014
530,6,15,0,0,0,0,0,0.6,93.36,192.12,368.4,707.52,992.88,1068.72,1119.12,708.12,735.48,846.96,577.32,342.0,164.04,16.68,0.0,0.0,0.0,0.0,7954.32,2014
531,6,16,0,0,0,0,0,1.56,60.12,166.32,264.24,706.44,996.72,1070.64,1072.44,764.64,584.16,605.28,330.72,157.2,47.28,6.24,0.0,0.0,0.0,0.0,6856.0,2014
532,6,17,0,0,0,0,0,0.0,0.0,18.6,85.56,241.2,255.24,222.72,71.64,191.28,56.16,90.6,248.04,312.12,84.36,13.32,0.0,0.0,0.0,0.0,1913.84,2014
533,6,18,0,0,0,0,0,0.0,82.68,207.0,386.88,603.0,705.48,923.52,995.16,861.96,829.92,803.88,477.24,385.92,135.84,17.88,0.0,0.0,0.0,0.0,7440.360000000001,2014
534,6,19,0,0,0,0,0,0.0,68.88,251.04,484.2,734.16,922.44,842.04,1024.08,990.36,986.76,839.76,625.92,360.84,130.92,14.52,0.0,0.0,0.0,0.0,8300.92,2014
535,6,20,0,0,0,0,0,7.68,96.48,233.52,432.96,711.36,826.8,672.36,519.72,415.2,423.48,444.24,340.68,278.28,96.6,10.44,0.0,0.0,0.0,0.0,5535.8,2014
536,6,21,0,0,0,0,0,0.0,84.24,223.08,411.72,353.16,230.52,358.92,157.08,143.4,228.36,178.68,220.56,109.32,48.12,1.68,0.0,0.0,0.0,0.0,2775.84,2014
537,6,22,0,0,0,0,0,0.84,88.8,139.8,274.44,494.04,363.6,449.16,679.08,610.68,249.48,156.6,225.0,199.44,51.84,12.6,0.0,0.0,0.0,0.0,4023.4,2014
538,6,23,0,0,0,0,0,0.0,34.68,126.0,212.4,369.24,556.44,683.16,658.32,774.48,777.48,586.56,450.24,225.6,147.84,25.92,0.0,0.0,0.0,0.0,5657.360000000001,2014
539,6,24,0,0,0,0,0,3.96,87.48,274.92,468.36,605.28,906.0,825.6,1072.56,981.36,958.8,888.12,644.04,360.6,123.48,18.96,0.0,0.0,0.0,0.0,8249.52,2014
540,6,25,0,0,0,0,0,7.2,121.2,289.92,421.68,730.32,905.76,910.68,804.72,757.92,522.0,365.64,323.16,184.08,71.76,2.64,0.0,0.0,0.0,0.0,6449.68,2014
541,6,26,0,0,0,0,0,4.32,122.16,280.68,518.4,723.72,799.68,944.88,1027.32,973.68,724.92,410.64,393.24,203.52,96.72,15.72,0.0,0.0,0.0,0.0,7271.599999999999,2014
542,6,27,0,0,0,0,0,0.24,81.12,268.44,396.36,799.68,992.64,1110.96,1160.16,1054.2,1047.6,823.32,635.88,317.4,156.72,38.88,0.0,0.0,0.0,0.0,8916.599999999999,2014
543,6,28,0,0,0,0,0,0.0,52.08,252.84,435.84,615.72,721.32,915.0,1076.88,1066.56,1019.88,874.56,670.92,414.48,142.08,19.32,0.0,0.0,0.0,0.0,8311.48,2014
544,6,29,0,0,0,0,0,0.96,82.44,296.16,610.8,795.12,961.44,1136.64,1153.92,1156.56,1029.96,741.72,478.8,362.88,142.8,14.76,0.0,0.0,0.0,0.0,8999.96,2014
545,6,30,0,0,0,0,0,0.96,75.0,221.16,260.88,338.04,487.2,614.64,894.48,918.72,1051.56,897.12,676.44,396.6,136.2,19.56,0.0,0.0,0.0,0.0,7024.56,2014
546,7,1,0,0,0,0,0,2.64,83.88,204.6,384.6,598.2,774.12,849.84,937.56,921.72,729.84,483.96,261.24,158.88,90.12,9.72,0.0,0.0,0.0,0.0,6498.92,2014
547,7,2,0,0,0,0,0,0.0,37.32,90.84,111.48,235.08,257.88,397.2,317.76,256.68,213.6,98.52,74.52,35.28,14.4,10.08,0.0,0.0,0.0,0.0,2159.6400000000003,2014
548,7,3,0,0,0,0,0,0.0,0.0,21.24,61.2,122.52,220.56,240.96,203.16,123.96,53.52,111.0,142.2,77.64,30.6,2.28,0.0,0.0,0.0,0.0,1420.84,2014
549,7,4,0,0,0,0,0,0.0,6.84,81.24,154.56,366.24,782.04,1014.84,147.24,249.12,212.76,199.2,260.4,107.76,61.2,8.64,0.0,0.0,0.0,0.0,3663.08,2014
550,7,5,0,0,0,0,0,0.0,45.72,207.84,348.96,377.76,374.16,405.0,443.04,495.0,343.32,233.4,143.28,82.68,51.12,4.56,0.0,0.0,0.0,0.0,3567.84,2014
551,7,6,0,0,0,0,0,0.0,0.0,23.04,24.24,74.52,133.92,138.48,196.92,309.0,386.64,177.36,81.36,74.04,29.16,1.08,0.0,0.0,0.0,0.0,1662.7599999999998,2014
552,7,7,0,0,0,0,0,0.0,2.52,34.2,162.6,157.2,517.68,709.56,977.88,340.32,214.56,124.56,85.92,73.32,37.44,0.0,0.0,0.0,0.0,0.0,3451.76,2014
553,7,8,0,0,0,0,0,0.0,55.8,152.76,179.64,336.6,808.44,601.8,752.76,734.04,862.92,492.6,318.12,184.44,88.56,15.12,0.0,0.0,0.0,0.0,5598.6,2014
554,7,9,0,0,0,0,0,0.0,2.4,52.92,62.88,122.64,398.52,819.24,537.48,313.44,171.72,414.48,155.28,175.8,40.2,1.68,0.0,0.0,0.0,0.0,3284.68,2014
555,7,10,0,0,0,0,0,0.0,62.28,298.92,549.72,818.64,931.56,1103.76,1130.16,1008.84,822.96,847.32,658.56,397.2,110.16,14.52,0.0,0.0,0.0,0.0,8771.6,2014
556,7,11,0,0,0,0,0,0.0,59.04,231.84,282.72,539.28,686.88,721.8,296.16,852.72,973.32,879.0,638.04,298.08,145.32,15.48,0.0,0.0,0.0,0.0,6637.68,2014
557,7,12,0,0,0,0,0,0.0,22.32,54.12,142.8,208.92,259.44,405.36,387.0,547.32,477.24,248.64,110.28,68.28,28.08,0.0,0.0,0.0,0.0,0.0,2978.8,2014
558,7,13,0,0,0,0,0,0.0,12.6,67.08,89.64,178.2,555.48,588.24,382.92,567.36,799.56,618.72,564.6,351.72,117.72,21.84,0.0,0.0,0.0,0.0,4935.68,2014
559,7,14,0,0,0,0,0,0.0,61.8,101.64,267.36,684.24,629.28,924.24,1080.12,1068.24,982.44,832.44,618.84,356.52,136.92,17.52,0.0,0.0,0.0,0.0,7782.6,2014
560,7,15,0,0,0,0,0,0.0,31.68,58.2,141.12,186.12,347.64,363.84,272.76,206.52,171.72,201.84,123.12,59.64,5.64,0.0,0.0,0.0,0.0,0.0,2191.84,2014
561,7,16,0,0,0,0,0,0.0,41.4,148.68,268.56,438.24,640.8,684.48,803.04,603.84,428.28,341.88,152.4,76.56,35.64,0.0,0.0,0.0,0.0,0.0,4686.8,2014
562,7,17,0,0,0,0,0,0.0,0.6,65.28,109.68,229.32,180.24,343.92,372.48,378.6,359.16,178.44,172.56,60.6,48.72,9.84,0.0,0.0,0.0,0.0,2533.4400000000005,2014
563,7,18,0,0,0,0,0,0.0,27.96,114.96,163.68,271.2,477.12,462.96,845.64,568.8,329.16,286.2,245.4,183.48,39.36,2.76,0.0,0.0,0.0,0.0,4043.6800000000003,2014
564,7,19,0,0,0,0,0,0.0,0.0,0.0,93.12,149.76,157.32,419.28,978.6,1076.64,1021.32,882.0,668.4,388.68,153.36,15.84,0.0,0.0,0.0,0.0,6030.32,2014
565,7,20,0,0,0,0,0,0.0,27.0,161.64,335.16,454.68,519.36,779.28,732.6,669.72,697.56,719.16,551.16,388.08,163.92,18.72,0.0,0.0,0.0,0.0,6245.04,2014
566,7,21,0,0,0,0,0,0.0,39.84,159.0,335.04,717.6,816.48,1032.72,1075.44,1085.88,1012.68,848.64,613.08,370.92,129.12,14.04,0.0,0.0,0.0,0.0,8278.48,2014
567,7,22,0,0,0,0,0,0.0,26.4,195.36,250.56,351.72,770.16,928.2,902.76,816.36,930.6,473.88,731.52,375.12,126.48,8.64,0.0,0.0,0.0,0.0,6916.76,2014
568,7,23,0,0,0,0,0,0.0,50.64,254.88,341.4,560.28,675.84,750.72,647.04,668.76,1097.28,791.88,576.24,375.48,124.2,4.92,0.0,0.0,0.0,0.0,6949.56,2014
569,7,24,0,0,0,0,0,0.0,23.04,212.64,481.56,584.52,379.8,315.96,414.0,852.0,876.48,724.8,460.44,354.72,74.04,7.56,0.0,0.0,0.0,0.0,5792.5599999999995,2014
570,7,25,0,0,0,0,0,0.0,74.88,280.8,550.68,614.88,912.84,1092.24,879.24,720.12,583.92,447.72,264.24,37.44,3.6,0.0,0.0,0.0,0.0,0.0,6494.599999999999,2014
571,7,26,0,0,0,0,0,0.0,33.96,158.4,493.2,543.96,659.64,567.24,981.24,985.2,968.76,836.4,668.16,371.88,127.2,12.48,0.0,0.0,0.0,0.0,7440.719999999999,2014
572,7,27,0,0,0,0,0,0.0,49.08,203.28,454.08,770.76,975.12,1096.92,1157.04,1029.0,987.84,831.96,640.8,346.2,96.84,7.8,0.0,0.0,0.0,0.0,8680.720000000001,2014
573,7,28,0,0,0,0,0,0.0,27.36,211.68,229.2,264.6,158.76,197.88,246.6,235.08,152.16,38.88,51.12,57.0,23.52,1.08,0.0,0.0,0.0,0.0,1929.92,2014
574,7,29,0,0,0,0,0,0.0,31.08,151.32,417.24,768.36,981.0,996.12,1033.32,846.96,483.84,796.56,654.72,390.6,152.28,13.92,0.0,0.0,0.0,0.0,7753.32,2014
575,7,30,0,0,0,0,0,0.0,44.64,264.96,566.64,813.72,977.88,1064.16,1116.96,1086.0,1026.36,877.92,659.28,304.08,124.2,7.32,0.0,0.0,0.0,0.0,8971.12,2014
576,7,31,0,0,0,0,0,0.0,27.0,211.44,533.28,652.56,816.84,1088.28,1118.76,1098.72,1050.0,786.6,675.96,232.2,140.4,12.72,0.0,0.0,0.0,0.0,8482.759999999998,2014
577,8,1,0,0,0,0,0,0.0,0.0,39.24,111.36,300.0,402.36,539.16,545.4,432.48,432.48,595.68,473.28,271.32,83.16,4.92,0.0,0.0,0.0,0.0,4239.84,2014
578,8,2,0,0,0,0,0,0.0,0.0,33.12,31.68,8.4,87.48,96.6,64.2,41.52,42.0,26.64,17.76,13.8,6.36,0.0,0.0,0.0,0.0,0.0,479.55999999999995,2014
579,8,3,0,0,0,0,0,0.0,9.72,52.44,83.64,78.24,113.88,127.44,96.0,135.36,227.4,100.32,42.6,21.84,0.72,0.0,0.0,0.0,0.0,0.0,1100.6,2014
580,8,4,0,0,0,0,0,0.0,0.0,37.32,68.88,34.68,55.56,91.92,111.36,87.24,70.44,109.32,20.88,5.16,8.64,0.24,0.0,0.0,0.0,0.0,713.64,2014
581,8,5,0,0,0,0,0,0.0,1.32,100.56,213.48,533.4,799.56,942.24,1099.08,1079.4,961.8,813.72,614.64,331.92,76.56,7.92,0.0,0.0,0.0,0.0,7588.6,2014
582,8,6,0,0,0,0,0,0.0,0.0,76.08,333.12,381.24,631.44,732.72,794.64,920.52,811.68,665.04,561.12,302.52,89.16,4.2,0.0,0.0,0.0,0.0,6317.48,2014
583,8,7,0,0,0,0,0,0.0,22.8,156.0,282.12,496.44,471.12,596.16,452.52,382.44,433.08,267.0,184.44,74.76,45.36,0.0,0.0,0.0,0.0,0.0,3879.24,2014
584,8,8,0,0,0,0,0,0.0,17.28,120.24,276.72,566.52,899.52,729.48,862.32,906.84,877.08,607.68,522.12,200.76,38.28,2.28,0.0,0.0,0.0,0.0,6643.12,2014
585,8,9,0,0,0,0,0,0.0,28.56,251.64,486.6,681.72,1027.32,990.6,1150.68,1047.6,1064.04,356.04,575.4,348.84,122.64,2.28,0.0,0.0,0.0,0.0,8150.96,2014
586,8,10,0,0,0,0,0,0.0,3.96,99.24,194.16,339.36,789.6,1132.8,1040.52,908.28,987.36,930.36,521.52,385.92,107.76,7.68,0.0,0.0,0.0,0.0,7466.52,2014
587,8,11,0,0,0,0,0,0.0,44.64,175.32,279.6,832.44,888.0,1094.16,1157.52,1173.6,1109.64,937.56,582.96,355.08,76.8,6.48,0.0,0.0,0.0,0.0,8732.8,2014
588,8,12,0,0,0,0,0,0.0,40.68,200.4,419.28,694.68,875.16,1023.72,927.6,1017.24,903.0,764.88,589.2,187.8,69.24,1.56,0.0,0.0,0.0,0.0,7734.4400000000005,2014
589,8,13,0,0,0,0,0,0.0,7.8,84.6,237.96,352.44,354.72,284.4,342.84,317.28,294.6,354.84,127.08,67.56,11.28,0.0,0.0,0.0,0.0,0.0,2858.3999999999996,2014
590,8,14,0,0,0,0,0,0.0,0.0,36.96,82.2,186.48,181.68,186.96,292.8,231.84,250.32,198.6,274.32,60.12,0.0,0.0,0.0,0.0,0.0,0.0,2004.28,2014
591,8,15,0,0,0,0,0,0.0,8.16,93.84,345.72,323.64,676.2,739.08,642.84,598.8,1108.32,669.36,467.04,331.32,100.8,2.28,0.0,0.0,0.0,0.0,6130.4,2014
592,8,16,0,0,0,0,0,0.0,66.48,224.52,555.24,840.24,1048.08,1171.32,1167.0,980.28,976.08,688.32,376.56,193.56,26.28,0.0,0.0,0.0,0.0,0.0,8337.96,2014
593,8,17,0,0,0,0,0,0.0,7.8,63.84,157.8,173.88,302.04,373.56,331.44,315.72,75.24,64.8,66.12,8.76,0.0,0.0,0.0,0.0,0.0,0.0,1966.0000000000002,2014
594,8,18,0,0,0,0,0,0.0,0.0,42.24,121.68,320.16,510.24,777.36,528.0,326.76,139.32,78.96,62.52,14.28,0.0,0.0,0.0,0.0,0.0,0.0,2947.5199999999995,2014
595,8,19,0,0,0,0,0,0.0,8.16,90.84,215.04,313.32,443.28,601.32,525.72,396.72,299.28,185.76,104.16,92.76,48.0,0.96,0.0,0.0,0.0,0.0,3352.3199999999997,2014
596,8,20,0,0,0,0,0,0.0,15.96,122.28,197.64,413.88,297.72,267.6,514.2,363.36,299.52,267.0,96.96,50.16,11.88,0.0,0.0,0.0,0.0,0.0,2946.16,2014
597,8,21,0,0,0,0,0,0.0,0.36,164.88,112.8,133.2,344.28,276.84,599.16,906.48,1004.52,721.08,508.68,271.32,61.44,0.0,0.0,0.0,0.0,0.0,5134.04,2014
598,8,22,0,0,0,0,0,0.0,19.56,105.0,355.08,558.84,844.68,1050.96,1059.12,1094.4,989.16,819.6,546.36,169.8,50.64,0.0,0.0,0.0,0.0,0.0,7693.200000000001,2014
599,8,23,0,0,0,0,0,0.0,0.0,78.6,288.0,726.84,981.48,976.68,930.48,816.72,751.68,723.84,355.92,247.92,47.16,0.0,0.0,0.0,0.0,0.0,6956.320000000001,2014
600,8,24,0,0,0,0,0,0.0,0.0,16.8,91.68,174.6,205.2,149.76,219.0,180.36,97.68,55.2,85.44,114.96,14.88,0.0,0.0,0.0,0.0,0.0,1437.56,2014
601,8,25,0,0,0,0,0,0.0,0.0,22.8,50.52,59.16,18.6,262.8,172.08,170.52,257.16,515.88,472.8,202.68,52.08,0.0,0.0,0.0,0.0,0.0,2290.08,2014
602,8,26,0,0,0,0,0,0.0,3.48,175.56,232.68,630.24,874.44,774.96,634.68,799.56,964.2,672.6,445.32,203.88,63.36,0.0,0.0,0.0,0.0,0.0,6508.96,2014
603,8,27,0,0,0,0,0,0.0,4.32,76.92,129.48,336.12,525.72,509.52,410.16,512.64,319.08,218.04,79.56,58.2,0.0,0.0,0.0,0.0,0.0,0.0,3214.7599999999998,2014
604,8,28,0,0,0,0,0,0.0,0.0,0.0,88.92,184.2,213.72,232.92,272.64,265.32,220.08,105.12,108.72,70.8,7.92,0.0,0.0,0.0,0.0,0.0,1806.3600000000001,2014
605,8,29,0,0,0,0,0,0.0,0.0,22.8,187.2,164.52,632.88,567.6,383.16,437.88,420.96,299.4,145.44,69.36,5.4,0.0,0.0,0.0,0.0,0.0,3373.6,2014
606,8,30,0,0,0,0,0,0.0,20.64,199.56,532.92,774.12,919.08,1107.96,1042.8,1067.76,708.24,550.32,336.24,271.32,31.2,0.0,0.0,0.0,0.0,0.0,7600.16,2014
607,8,31,0,0,0,0,0,0.0,10.92,129.24,185.76,329.16,682.08,551.28,260.04,236.04,234.0,210.24,132.6,107.4,21.96,0.0,0.0,0.0,0.0,0.0,3129.7200000000003,2014
